Network_SID,DateTime_Key,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
-1636239437,2021/01/21 05:15:00,SOEM1,17708,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1564.1,AMM 2PB,-44.2,Z64b,Z47d,1/2+,1
-2034320343,2021/01/21 05:15:00,SOEM1,17706,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6401.1,AMM 2PB,-41.0,u01b,W04a,1/3+,1
-2034320343,2021/01/21 05:15:00,SOEM1,17706,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6401.1,AMM 2PB,-46.7,u01a,u34b,1/2+,1
1622621964,2021/01/21 05:15:00,SOEM1,17707,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1541.1,AMM 2PB,-49.2,Z41b,Z42e,1/2+,1
49973197,2021/01/21 05:15:00,SOEM1,17699,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-TET03.1,AMM 20PB,-35.7,3T3d,325b,1/8+,1
49973197,2021/01/21 05:15:00,SOEM1,17699,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TET03.1,AMM 20PB,-37.3,3T3c,319b,1/4+,1
49973197,2021/01/21 05:15:00,SOEM1,17699,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TET03.1,AMM 20PB,-60.8,3T3y,3B1z,1/2+,1
49973197,2021/01/21 05:15:00,SOEM1,17699,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TET03.1,AMM 20PB,-68.6,3T3y,3B1z,1/3+,1
49973197,2021/01/21 05:15:00,SOEM1,17699,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TET03.1,AMM 20PB,-53.9,3T3e,317b,1/6+,1
-1253896628,2021/01/21 05:15:00,SOEM1,17737,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5605.1,AMM 2PB,-48.9,905a,Z95b,1/3+,1
1902900333,2021/01/21 05:15:00,SOEM1,17745,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TOT14.1,AMM 2PB,-48.2,ZTEb,130b,1/3+,1
1902900333,2021/01/21 05:15:00,SOEM1,17745,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TOT14.1,AMM 2PB,-41.3,ZTEa,916a,1/2+,1
985267303,2021/01/21 05:15:00,SOEM1,17711,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5745.1,AMM 2PB,-47.0,145a,Z42g,1/3+,1
1322395876,2021/01/21 05:15:00,SOEM1,17744,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0672.1,AMM 2PB,-40.7,J72b,J71d,1/2+,1
334786534,2021/01/21 05:15:00,SOEM1,17736,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5599.1,AMM 2PB,-44.2,b99a,B98e,1/2+,1
-1628505216,2021/01/21 05:15:00,SOEM1,17739,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2716-OTA.1,AMM 2PB,-42.0,r16a,MTbb,1/2+,1
1794695850,2021/01/21 05:15:00,SOEM1,17731,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4290.1,AMM 2PB,-40.7,T90a,T28f,1/2+,1
754134504,2021/01/21 05:15:00,SOEM1,17730,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AI4465.1,AMM 2PB,-50.1,a65a,a12e,1/2+,1
-2109934639,2021/01/21 05:15:00,SOEM1,17709,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5690.1,AMM 2PB,-43.5,990a,Z28b,1/2+,1
-1843065019,2021/01/21 05:15:00,SOEM1,17712,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5763.1,AMM 2PB,-41.0,163a,126b,1/2+,1
1960629789,2021/01/21 05:15:00,SOEM1,17746,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ALWOF41-BNPBEZ.1,AMM 2PB,-59.2,W41a,AT1b,1/3+,1
1960629789,2021/01/21 05:15:00,SOEM1,17746,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ALWOF41-BNPBEZ.1,AMM 2PB,-54.5,W41a,AT1b,1/2+,1
-832204801,2021/01/21 05:15:00,SOEM1,17748,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJPOS05-BJ0602.1,AMM 2PB,-52.0,JP5a,JT7m,1/2+,1
505582855,2021/01/21 05:15:00,SOEM1,17710,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5778.1,AMM 2PB,-39.8,178a,134b,1/3+,1
1646143952,2021/01/21 05:15:00,SOEM1,17760,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5197.1,AMM 2PB,-40.4,497a,407b,1/3+,1
1916232366,2021/01/21 05:15:00,SOEM1,17759,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5195.1,AMM 2PB,-43.8,495a,h55b,1/2+,1
-48540968,2021/01/21 05:15:00,SOEM1,17752,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4839.1,AMM 2PB,-50.7,l39a,h17b,1/2+,1
1159996873,2021/01/21 05:15:00,SOEM1,17753,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5055.1,AMM 2PB,-50.4,255a,A52h,1/2+,1
328557361,2021/01/21 05:15:00,SOEM1,17749,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0078.1,AMM 2PB,-40.1,p78b,278b,1/3+,1
351137591,2021/01/21 05:15:00,SOEM1,17756,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5136.1,AMM 2PB,-48.2,436a,n49b,1/3+,1
-1795296881,2021/01/21 05:15:00,SOEM1,17751,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN2.1,AMM 6PC,-43.5,A66k,h45a,1/2+,1
-1795296881,2021/01/21 05:15:00,SOEM1,17751,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN2.1,AMM 6PC,-39.5,A66h,649a,1/6+,1
-1795296881,2021/01/21 05:15:00,SOEM1,17751,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN2.1,AMM 6PC,-40.7,A66f,296a,1/4+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-40.7,L13b,L12c,1/4+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-42.3,L13n,676b,1/14+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-47.9,L13a,F39a,1/13+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-48.5,L13c,206b,1/9+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-99.9,L13e,n00a,1/7+,1
-737413090,2021/01/21 05:15:00,SOEM1,17764,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4913-TN1.1,AMM 20PB,-39.1,L13h,L12f,1/5+,1
393102346,2021/01/21 05:15:00,SOEM1,17750,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN1.1,AMM 6PC,-38.5,A66g,693a,1/6+,1
393102346,2021/01/21 05:15:00,SOEM1,17750,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN1.1,AMM 6PC,-42.0,A66d,656d,1/3+,1
393102346,2021/01/21 05:15:00,SOEM1,17750,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1666-TN1.1,AMM 6PC,-42.3,A66a,656c,1/2+,1
-744204383,2021/01/21 05:15:00,SOEM1,17762,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6293.1,AMM 2PB,-46.4,f93a,L25h,1/2+,1
63599124,2021/01/21 05:15:00,SOEM1,17790,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OUPOS03.1,AMM 2PB,-48.5,Y3Pb,Y35f,1/2+,1
-1798567365,2021/01/21 05:15:00,SOEM1,17768,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0340.1,AMM 2PB,-45.1,e40a,e13a,1/2+,1
-1787107093,2021/01/21 05:15:00,SOEM1,17772,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0337-LAT07.1,AMM 6PC,-44.8,eT7a,eT2f,1/5+,1
-1787107093,2021/01/21 05:15:00,SOEM1,17772,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0337-LAT07.1,AMM 6PC,-51.1,e37a,e26a,1/2+,1
-1787107093,2021/01/21 05:15:00,SOEM1,17772,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0337-LAT07.1,AMM 6PC,-50.1,e37b,e25b,1/3+,1
-1229334340,2021/01/21 05:15:00,SOEM1,17789,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3098.1,AMM 2PB,-35.4,Y98a,Y33a,1/2+,1
1680091758,2021/01/21 05:15:00,SOEM1,17770,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0314.1,AMM 6PC,-52.0,e14b,eT2c,1/3+,1
1680091758,2021/01/21 05:15:00,SOEM1,17770,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0314.1,AMM 6PC,-43.8,e14f,e39a,1/6+,1
1680091758,2021/01/21 05:15:00,SOEM1,17770,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0314.1,AMM 6PC,-47.9,e14d,eP2b,1/4+,1
1680091758,2021/01/21 05:15:00,SOEM1,17770,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0314.1,AMM 6PC,-48.9,e14c,e13b,1/5+,1
1680091758,2021/01/21 05:15:00,SOEM1,17770,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0314.1,AMM 6PC,-99.9,e14b,eT2c,1/2+,1
1023537969,2021/01/21 05:15:00,SOEM1,17776,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1062.1,AMM 6PC,-42.3,R62a,U14g,1/2+,1
-506930237,2021/01/21 05:15:00,SOEM1,17788,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3113.1,AMM 2PB,-43.8,w13a,Y40a,1/2+,1
1831375905,2021/01/21 05:15:00,SOEM1,17782,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0671.1,AMM 2PB,-40.7,J71b,J60d,1/3+,1
1831375905,2021/01/21 05:15:00,SOEM1,17782,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0671.1,AMM 2PB,-40.7,J71d,J72b,1/2+,1
-461563345,2021/01/21 05:15:00,SOEM1,17827,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2744.1,AMM 2PB,-35.7,Me44,MT8c,1/3+,1
1868983062,2021/01/21 05:15:00,SOEM1,17826,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5963.1,AMM 2PB,0.0,n63a,ATCy,1/2+,1
-2141512194,2021/01/21 05:15:00,SOEM1,17796,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJPOS04.1,AMM 2PB,-43.2,JP4a,J13c,1/2+,1
-448754326,2021/01/21 05:15:00,SOEM1,17820,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6102.1,AMM 6PC,-37.6,j02a,J16k,1/2+,1
-2074473319,2021/01/21 05:15:00,SOEM1,17828,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AI4474.1,AMM 2PB,-42.6,a74a,a59c,1/2+,1
-2063819821,2021/01/21 05:15:00,SOEM1,17813,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3029.1,AMM 2PB,-50.7,Y29b,Y34c,1/2+,1
-1790816506,2021/01/21 05:15:00,SOEM1,17791,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3111.1,AMM 2PB,-40.1,w11b,w10a,1/3+,1
-1790816506,2021/01/21 05:15:00,SOEM1,17791,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3111.1,AMM 2PB,-43.2,w11a,Y03a,1/2+,1
-1599386848,2021/01/21 05:15:00,SOEM1,17792,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3110.1,AMM 2PB,-41.6,w10a,w11b,1/2+,1
359248572,2021/01/21 05:15:00,SOEM1,17801,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5060-TN2.1,AMM 6PC,-99.9,260a,L08i,1/4+,1
359248572,2021/01/21 05:15:00,SOEM1,17801,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5060-TN2.1,AMM 6PC,-42.6,260c,h06a,1/5+,1
1784705331,2021/01/21 05:15:00,SOEM1,17808,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-MST05.1,AMM 6PC,-45.7,mT5z,m51z,1/5+,1
1784705331,2021/01/21 05:15:00,SOEM1,17808,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-MST05.1,AMM 6PC,-99.9,mT5b,m18c,1/3+,1
1784705331,2021/01/21 05:15:00,SOEM1,17808,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MST05.1,AMM 6PC,-99.9,mT5b,m18c,1/2+,1
1784705331,2021/01/21 05:15:00,SOEM1,17808,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-MST05.1,AMM 6PC,-44.5,mT5e,d20b,1/4+,1
785776435,2021/01/21 05:15:00,SOEM1,17843,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0313.1,AMM 2PB,-46.0,e13a,e40a,1/2+,1
785776435,2021/01/21 05:15:00,SOEM1,17843,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0313.1,AMM 2PB,-49.2,e13b,e14c,1/3+,1
174990688,2021/01/21 05:15:00,SOEM1,17835,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6167.1,AMM 2PB,0.0,j67a,J44c,1/2+,1
220178538,2021/01/21 05:15:00,SOEM1,17841,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LAT09.1,AMM 2PB,-45.1,eT9a,e27a,1/2+,1
220178538,2021/01/21 05:15:00,SOEM1,17841,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-LAT09.1,AMM 2PB,-45.1,eT9c,eT8d,1/3+,1
-1650857927,2021/01/21 05:15:00,SOEM1,17832,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-LA0327.1,AMM 2PB,-45.7,e27a,eT9a,1/2+,1
377806423,2021/01/21 05:15:00,SOEM1,17838,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2694.1,AMM 2PB,-39.5,M94b,M79a,1/3+,1
816742766,2021/01/21 05:15:00,SOEM1,17839,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6245.1,AMM 6PC,-40.4,h45a,580b,1/2+,1
816742766,2021/01/21 05:15:00,SOEM1,17839,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6245.1,AMM 6PC,-54.5,h45b,k26a,1/3+,1
1800487538,2021/01/21 05:15:00,SOEM1,17922,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TAPos01.1,AMM 2PB,-45.1,XP1a,X00b,1/2+,1
1394202038,2021/01/21 05:15:00,SOEM1,17863,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5958.1,AMM 2PB,-46.0,n58a,553b,1/3+,1
257848851,2021/01/21 05:15:00,SOEM1,17869,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1620.1,AMM 6PC,-43.5,A20b,AT4K,1/2+,1
-846438352,2021/01/21 05:15:00,SOEM1,17850,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6527.1,AMM 2PB,-46.0,k27a,538c,1/3+,1
-1972900777,2021/01/21 05:15:00,SOEM1,17925,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1100.1,AMM 2PB,-46.0,T00b,T03c,1/2+,1
-1972900777,2021/01/21 05:15:00,SOEM1,17925,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1100.1,AMM 2PB,-45.7,X00b,XP1a,1/3+,1
1131582819,2021/01/21 05:15:00,SOEM1,17923,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1117.1,AMM 2PB,-44.8,X17a,X03a,1/2+,1
1131582819,2021/01/21 05:15:00,SOEM1,17923,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1117.1,AMM 2PB,-44.2,X17b,X20b,1/3+,1
-1065881627,2021/01/21 05:15:00,SOEM1,17858,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT12.1,AMM 20PB,-38.2,JTCi,j21d,1/16+,1
-1065881627,2021/01/21 05:15:00,SOEM1,17858,1/10.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT12.1,AMM 20PB,-99.9,JTCH,J36D,1/10+,1
-1065881627,2021/01/21 05:15:00,SOEM1,17858,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT12.1,AMM 20PB,-46.7,JTCe,J70d,1/9+,1
1450102755,2021/01/21 05:15:00,SOEM1,17872,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6272.1,AMM 2PB,-47.0,f72b,L67b,1/3+,1
1450102755,2021/01/21 05:15:00,SOEM1,17872,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6272.1,AMM 2PB,-43.2,f72a,641d,1/2+,1
1701120072,2021/01/21 05:15:00,SOEM1,17851,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6296-TN1.1,AMM 6PC,-46.0,h96h,249f,1/3+,1
1701120072,2021/01/21 05:15:00,SOEM1,17851,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6296-TN1.1,AMM 6PC,-45.7,h96d,249d,1/5+,1
1701120072,2021/01/21 05:15:00,SOEM1,17851,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6296-TN1.1,AMM 6PC,-47.0,h96c,249c,1/4+,1
1701120072,2021/01/21 05:15:00,SOEM1,17851,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6296-TN1.1,AMM 6PC,-46.4,h96g,249e,1/2+,1
1222660992,2021/01/21 05:15:00,SOEM1,17874,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT05.1,AMM 6PC,-45.7,JT5a,j64a,1/6+,1
1222660992,2021/01/21 05:15:00,SOEM1,17874,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT05.1,AMM 6PC,-49.5,JT5e,j41a,1/5+,1
1222660992,2021/01/21 05:15:00,SOEM1,17874,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT05.1,AMM 6PC,-40.4,JT5d,J13b,1/4+,1
1222660992,2021/01/21 05:15:00,SOEM1,17874,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT05.1,AMM 6PC,-47.0,JT5c,J59b,1/2+,1
1222660992,2021/01/21 05:15:00,SOEM1,17874,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJT05.1,AMM 6PC,-52.9,JT5c,J59b,1/3+,1
2023371619,2021/01/21 05:15:00,SOEM1,17868,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5414.1,AMM 2PB,-38.8,614a,n10c,1/2+,1
-298264864,2021/01/21 05:15:00,SOEM1,17940,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1256.1,AMM 2PB,-40.1,356b,304e,1/2+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-40.4,j49k,JT7k,1/4+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-39.5,j49n,JT7n,1/5+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-99.9,j49l,J25j,1/3+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-99.9,j49k,J25i,1/2+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-42.6,j49m,j88f,1/15+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-42.9,j49m,j88e,1/14+,1
-279180904,2021/01/21 05:15:00,SOEM1,17836,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6149-TN2.1,AMM 20PB,-99.9,j49h,J04g,1/6+,1
755654158,2021/01/21 05:15:00,SOEM1,17942,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1218.1,AMM 6PC,-47.3,318b,317c,1/2+,1
-1895057641,2021/01/21 05:15:00,SOEM1,17935,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OB0410.1,AMM 2PB,-38.2,W10b,W37c,1/2+,1
-875338847,2021/01/21 05:15:00,SOEM1,17950,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1214.1,AMM 6PC,-40.1,314b,313c,1/2+,1
-875338847,2021/01/21 05:15:00,SOEM1,17950,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1214.1,AMM 6PC,-42.6,314c,350b,1/5+,1
-1345437115,2021/01/21 05:15:00,SOEM1,17941,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1210.1,AMM 2PB,-43.2,310c,V35b,1/3+,1
-1345437115,2021/01/21 05:15:00,SOEM1,17941,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1210.1,AMM 2PB,-39.1,310b,3T2e,1/2+,1
-1942991270,2021/01/21 05:15:00,SOEM1,17938,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1203.1,AMM 6PC,-46.7,303c,345b,1/5+,1
-1942991270,2021/01/21 05:15:00,SOEM1,17938,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1203.1,AMM 6PC,-44.2,303b,301d,1/2+,1
1380224460,2021/01/21 05:15:00,SOEM1,17928,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1102.1,AMM 2PB,-49.5,X02b,XT1c,1/2+,1
1380224460,2021/01/21 05:15:00,SOEM1,17928,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1102.1,AMM 2PB,-53.3,X02b,XT1c,1/3+,1
118785354,2021/01/21 05:15:00,SOEM1,17946,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TET11.1,AMM 6PC,-43.5,3BTe,343b,1/6+,1
118785354,2021/01/21 05:15:00,SOEM1,17946,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TET11.1,AMM 6PC,-45.7,3TBd,336b,1/5+,1
118785354,2021/01/21 05:15:00,SOEM1,17946,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TET11.1,AMM 6PC,-46.7,3BTc,324b,1/4+,1
118785354,2021/01/21 05:15:00,SOEM1,17946,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TET11.1,AMM 6PC,-42.3,3TBb,317d,1/2+,1
-1148255711,2021/01/21 05:15:00,SOEM1,17951,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TET06.1,AMM 6PC,-60.2,319c,330b,1/4+,1
-1148255711,2021/01/21 05:15:00,SOEM1,17951,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TET06.1,AMM 6PC,-38.5,319b,3T3c,1/2+,1
-1148255711,2021/01/21 05:15:00,SOEM1,17951,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TET06.1,AMM 6PC,-45.7,319d,327b,1/6+,1
-662645933,2021/01/21 05:15:00,SOEM1,17927,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1101-TN1.1,AMM 6PC,-45.4,XT1d,X03b,1/6+,1
-662645933,2021/01/21 05:15:00,SOEM1,17927,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1101-TN1.1,AMM 6PC,-54.8,XT1c,X02b,1/5+,1
-662645933,2021/01/21 05:15:00,SOEM1,17927,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1101-TN1.1,AMM 6PC,-48.2,XT1b,XTTb,1/3+,1
-662645933,2021/01/21 05:15:00,SOEM1,17927,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1101-TN1.1,AMM 6PC,-50.1,XT1c,X02b,1/4+,1
-662645933,2021/01/21 05:15:00,SOEM1,17927,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TA1101-TN1.1,AMM 6PC,-39.1,XT1b,XTTb,1/2+,1
-2113937049,2021/01/21 05:15:00,SOEM1,17943,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1217.1,AMM 20PB,-47.0,317c,318b,1/6+,1
-2113937049,2021/01/21 05:15:00,SOEM1,17943,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1217.1,AMM 20PB,-42.6,317d,3TBb,1/4+,1
-2113937049,2021/01/21 05:15:00,SOEM1,17943,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1217.1,AMM 20PB,-59.8,317b,3T3e,1/3+,1
-2113937049,2021/01/21 05:15:00,SOEM1,17943,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1217.1,AMM 20PB,-53.9,317b,3T3e,1/2+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-51.7,M45b,MT1l,1/5+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-47.0,M45b,MT1l,1/4+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-55.1,M45c,MT5b,1/2+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-47.0,M45d,a24e,1/14+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-52.3,M45d,a24e,1/15+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-46.0,M45e,M67b,1/8+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-38.8,M45i,M65a,1/6+,1
-1196208090,2021/01/21 05:15:00,SOEM1,17933,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2645.1,AMM 20PB,-46.4,M45h,MTba,1/7+,1
-1435431443,2021/01/21 05:15:00,SOEM1,17968,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3453.1,AMM 2PB,0.0,D53c,d05b,1/3+,1
-1435431443,2021/01/21 05:15:00,SOEM1,17968,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3453.1,AMM 2PB,0.0,D53b,D39d,1/2+,1
